PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.660377772673,-0.0468248724402,-1.16653462699,-0.450250887748,1.53610327162
0BVvxJ6a,0.584689088477,1.14201858444,1.36268960595,0.226388184161,-1.15120904441
0KbdgApg,-0.249117501996,0.215632821797,0.064304456479,0.500824202119,-0.685884062135
0MnuuduB,-0.158818401876,-0.22815242882,-0.279352063297,0.347419963309,-0.713623278741
0PcIsF9z,-0.532289099529,-1.04622707747,-1.99917332592,0.35165993948,-0.0666361959124
0ShTFLYJ,-0.690767111405,-0.927921534786,-0.825385355561,-0.965833488991,0.434277939741
0XZh9jka,0.0532164667707,-1.48954349915,-1.08581380115,1.38998912865,-0.391295411393
0Y7Wegri,-0.259168477962,1.48474238507,0.89967628464,0.180428192761,0.0668357136601
0dTqplIM,0.039375658731,0.574879682481,0.636251511562,0.478010892889,-1.10832446044
0lNiZicC,-0.942145017053,-0.651855893592,-1.73588064708,-0.608018624237,0.215535369502
0rGeJ0QN,-0.570134355728,0.32930336032,-0.348319655851,-0.234363730455,0.0127159402296
0sXI9ytQ,-0.804914071085,-0.0586246123834,-0.610382615917,-0.248520288376,1.67540330922
0ukt4aP6,0.849136208701,0.435125667202,1.59152337736,-1.08807171323,0.654660113923
1AGspb8f,-0.526777113532,-0.112904011646,-0.827621382449,-0.313048731746,-1.10802193533
1Csy0gvE,-0.364665471502,0.101316788207,0.0356039640828,-0.464713093036,0.795772734495
1Ic2hly1,-0.111707131572,0.192117344356,-0.647905068626,0.0708486749689,0.590599778249
1PPbaTwt,-0.517332728724,0.506337306239,-0.645733424628,-0.333271918661,1.18598474374
1SO5VJNy,-0.296585146182,0.116069546558,0.367111971948,-0.33073379917,0.559821604977
1arHxK3Y,0.887465270627,0.723754072514,1.54053167767,0.112265479742,-0.501738493771
1fCW4Bba,-0.252254478075,0.477427187636,-0.0406241864707,-0.54494454801,1.16857653604
1qDZNvIm,-0.781261801155,-0.417982868213,-0.19513769208,-0.803155697922,1.36264987527
28LYJC2V,-0.602283964562,0.296002167146,-1.05403151224,0.346143572389,-0.921398243688
2CzACvQq,0.53084607853,0.67010031382,2.13371545845,-0.40139366371,-0.493917015275
2FT3crfv,-0.115288149324,-0.0505535832397,0.284013661798,-0.0145062377082,-0.827478851683
2Fy2uHVg,-0.551667853834,0.0957556841466,-0.491562695616,-0.869411348777,-0.258166250043
2MkMEApm,-0.331061438321,0.443721054413,0.125809469863,-0.401714791014,1.58561728446
2NDGWEOe,0.541357382251,0.57313561969,1.78063745392,-0.885031073462,-0.644326817588
2NyyCiqn,-0.333776525413,0.300001450858,0.259123255887,-0.555057330902,0.701387992549
2QRzIb84,0.470334350237,1.12616971633,1.88866391362,-0.637461408988,0.375780153248
2QcbdrUZ,-0.588891718781,-0.570537361337,-0.323207006974,-0.498371368247,0.736066850926
2YgAimWK,-0.223345199287,-0.0338304256612,0.130266971538,-0.439494894156,1.35479203959
2cx85d9H,0.0232916483965,0.151122146939,-0.0171114928583,0.625734598632,-0.79297062028
2homMXMV,-0.594093950487,-0.395270957298,-2.00358894654,0.0909554699521,0.638625279137
2ldLrUtq,-0.570638262567,-0.611013490045,-0.0633175947855,-0.370915594564,-0.279013751225
2nsACW6G,-0.287660010058,-0.634611247228,-1.07171905402,1.87210406259,-0.812262937108
2yMbVnWc,-0.804295264279,0.876669792799,-1.97556576571,2.48668785378,1.01893554833
36r8sgGQ,-0.362714945762,-0.0119444600108,-0.0373674204251,-0.545720424389,0.679654611497
3NXAXCl3,-0.267587487152,-1.03591195411,-1.05879087291,0.855069165103,-0.964766699145
3QG0z6fl,-0.651018091821,0.296567605374,-1.32105751459,-0.286543217392,1.31104602205
3WS8R9qm,-0.143760241106,-1.11790194438,-2.19084302365,2.40533944314,-1.03755562721
3fRLm8f5,-0.359773918709,-0.546982556867,-1.01249327877,0.0743398101433,0.0202643837452
3mZhp1nQ,-0.604987508669,-0.488320244414,-0.397090282171,-0.295350009448,0.676275383922
3pikJXRL,-0.24189724836,-0.950319287596,-1.0200932299,0.990334438633,-0.899822097383
3pxOEGHL,-0.492673234091,0.0369442286191,-0.314661803683,-0.596599938025,0.692380541629
3ttdV3f5,-0.729499105843,0.77032132125,-0.422599939763,-0.0873002970339,0.00801079107634
3v4X6Mfe,1.04750991872,-0.397289408857,1.99021689233,-1.21227744848,0.265912749539
3wORuPiv,-0.387809264381,-0.153720066584,-0.468508803535,-0.47693714931,-0.681282093663
43EfrxZj,0.183781073598,0.0788655004558,-0.240592562513,0.374712596392,-0.42734342876
457Vwm21,0.0913080014311,1.20766033227,0.701946880587,0.920256457252,-0.629397897358
46KNnOdx,-0.565148874133,0.252775849136,-0.809142144182,-0.528697411423,-0.502015293476
47TwNsVC,-0.309994010255,-0.806657460416,-1.46683973773,1.95817082907,-0.796929570793
49856RpO,-0.541949345591,-0.966974094478,-0.632375661703,-0.617349480109,-0.818564702612
4Ane1o2N,-0.316883504324,-0.602858263832,-0.181648428262,-0.498935916923,0.295755330662
4AyVUgSc,-0.679364659053,-0.609729128515,-0.78674903008,-0.699763189622,0.0221630748525
4B1951On,-0.080984467709,-0.0182260885609,0.0515550006678,-0.0803054258141,0.75501102654
4OL39Teo,0.16686534212,0.374374563763,0.0153017200181,0.391799504911,-0.142328217849
4eQ90eLY,-0.0494595133456,0.789262468272,-0.000230414312203,0.695648149509,0.388966431895
4o5jwMj8,-0.585760641764,-0.302528871166,-0.542494887883,-0.658117537929,-0.0356865880139
4vPgpl2c,-0.614010001778,-0.616750123837,-0.478175893573,-1.05747335102,0.330898609223
51r9aA0d,-0.709192222261,-0.482783422048,-0.152090098265,-0.433486000203,-0.0169930322041
58SmeRoP,-0.564744632547,0.243526161424,-0.0575010517489,0.0229814403584,-0.693267024841
5HJp1AXn,-0.329250749431,0.134292999008,-0.854457650307,0.482992071893,-0.399313948638
5MBZW7fx,-0.0504005357948,0.170355493888,1.07971280963,-1.01554764212,0.184619149172
5Nq3gHaP,0.453082788999,0.93283744592,0.358051074037,0.78768983386,0.266135286398
5RmwFFK3,0.351766182665,1.12787811192,0.18066179238,-0.0170785394162,-0.917965051932
5Tu5Jbov,-0.637738308789,-0.0113696770642,-0.537619005406,-0.192969918273,-0.608504211796
5YEolkev,-0.467104964081,-0.35272243568,-0.00177169877936,-0.438919582794,0.00764860162081
5a8sf6QV,-0.103730832607,0.461565188495,0.537892836047,0.00927659406817,-0.636213574211
5eSvmqYm,-0.583177975822,0.421960103389,-0.102173791527,-0.728357987985,-0.249842281937
5hkN8fiv,-0.52890401192,-0.894335321657,-1.75824819665,1.35152185488,-0.902537379658
5oK8Gti5,-0.55826050555,0.0724050613918,-0.602174208854,-0.545322039141,1.54509714767
5paniGaU,-0.679737161638,0.0506314884833,-1.14447712045,-0.789143951487,1.43457831977
5vsr7ZUP,0.626089392126,0.72709064371,1.5449196667,-0.17071463663,-0.602622298931
60B4xMWI,-0.305482330125,0.722738482732,0.772633152658,-0.615789755174,0.920023140263
64jOUtKy,0.0739322021184,1.39914927415,0.112580302264,2.28225644045,-1.00176372961
6AJo4xNG,-0.338438490051,0.348630933269,-0.665337466115,0.136212123301,0.62787151144
6CAvhEte,-0.553185459207,0.310763848355,-0.775548560327,-0.33096892284,1.11948118964
6CuGYjT5,2.22413298854,0.00887058444818,1.79446673119,0.347716958315,-1.1041802395
6DGH8ujZ,-0.396037832203,-0.789299553928,-1.46503391249,0.634950745091,-0.229361114703
6PzsGdVm,-0.44884939844,-0.21971411359,-1.08715293725,0.547462592464,-0.440872288921
6UcSJMbq,-0.129577564511,1.12196845062,1.03459329037,-0.9583038445,0.52590552321
6WJbkH8U,1.19845916723,-0.162308962881,1.78516563144,0.064091092181,-1.14933026101
6eUWsVzw,0.765939483527,0.950187028325,1.84688273394,-0.316344666578,-0.907506287993
6gNyO7Do,-0.0160332921951,0.330181147107,0.114898785614,0.808496427575,-0.801429051621
6jT0AyHe,-0.023953244684,0.16783159209,0.744256396217,0.287091536383,-1.29096983218
6nBgCvWu,-0.734807701847,-0.259287818139,-0.330379770637,-0.191476148676,1.23854013248
6ro5mqg6,-0.203463156758,-0.590003843106,-0.29114765833,-0.636273112545,0.507629267654
6sGqObX4,-0.861427943198,-0.348914441959,-0.523878789193,-0.633918136621,-0.803590447669
6uEGy0n4,1.56080744775,0.0681851184102,2.32074928515,-0.871358792747,-1.0928120074
7BZ4LxP8,-0.212316972111,-0.442917643451,-0.141872292422,-0.406535830512,-0.377658313904
7CmigXKi,-0.586821827094,0.104015814976,-1.15802041073,-0.440758934677,1.18617703255
7Ga0LpfR,-0.18240736554,1.98885924878,-0.872583923176,2.17891327879,-0.655387312821
7PQsFvsG,-0.614262877766,-0.64645015987,-2.261438489,1.31759755484,-0.309756167736
7aF7nnwn,-0.670643511645,-0.777867714139,-0.809366268721,-0.611743468576,0.585473466737
7asGzfX9,-0.0667223943006,-0.157539117384,-0.13840322784,-0.472048375884,0.225316767135
7cg7C92o,-0.401096507941,0.990336706386,0.31363866474,0.773334136369,0.234409552321
7eOxTpsB,-0.307877214133,0.496202359628,0.550458549251,-0.954541806337,1.38245409091
7ey0v7ma,-0.147464814033,-1.1249621778,-1.18563485469,0.525947180095,-1.41684778051
7gocyrYl,-0.362908896578,0.356209712121,-0.0735383389825,0.932773811759,-0.282019845302
